4348	communist	71
3627	community	539
4333	compact	25
1307	comparable	178
259	compare	166
531	compared	998
713	comparison	71
491	compatible	36
2842	compensate	54
4392	compensated	22
3146	compensation	55
5370	compensatory	28
2230	compete	114
4666	competing	59
797	competition	241
4317	competitive	230
1494	competitiveness	83
3958	competitor	89
1433	complained	39
964	complaint	116
2488	complement	23
2852	complete	235
3070	completed	658
3967	completely	65
2618	completes	214
116	completing	35
2355	completion	209
3479	complex	106
5824	compliance	44
1187	complicated	31
3877	comply	61
4977	component	157
617	composite	46
815	compound	29
5310	comprehensive	57
4699	comprise	87
5297	comprised	56
3734	comprising	70
38	compromise	104
5609	computer	526
5672	computerized	26
4217	conable	27
1797	conceded	23
4805	concentrate	97
3892	concentrated	48
4717	concentration	21
4209	concept	62
4246	concern	402
4329	concerned	188
2680	concerning	82
4311	concerted	48
4479	concession	246
4322	conclude	39
5540	concluded	105
187	conclusion	53
1985	concrete	44
1098	condition	596
5676	conditional	31
745	conditioned	45
2180	conduct	90
814	conducted	95
2853	conducting	26
2523	confederation	21
5626	conference	628
4089	confidence	159
4846	confident	132
2509	confidential	27
7	confirm	57
3328	confirmation	56
5266	confirmed	166
1555	confirming	22
4316	confirms	41
1932	conflict	62
4490	confrontation	30
3367	conglomerate	26
2275	congress	403
5008	congressional	171
1495	congressman	47
534	conjunction	29
1438	conn	315
1238	connected	38
2858	connecticut	28
3456	connection	174
4678	conoco	23
1906	consecutive	62
5602	consensus	47
5398	consent	44
3013	consequence	57
2482	consequently	20
1483	conservation	58
3598	conservative	176
5414	consider	313
2843	considerable	97
2342	considerably	48
1086	consideration	148
4331	considered	234
4239	considering	252
5527	considers	49
166	consist	51
1785	consistent	73
3942	consistently	24
2335	consisting	40
3845	consists	64
2163	consolidate	30
3338	consolidated	161
1317	consolidation	60
4054	consortium	119
4500	constant	29
1302	constitute	23
684	constraint	32
4345	construct	20
331	construction	307
4656	constructive	27
5101	consultant	54
2699	consultation	65
123	consulting	44
1276	consumer	496
4563	consuming	30
5494	consumption	197
682	contact	94
5696	contacted	30
4541	contain	46
170	contained	81
3936	container	57
1267	containing	53
2638	contains	53
639	content	62
5928	contest	21
5098	context	37
1182	continental	130
4204	contingency	24
2590	contingent	43
92	continuation	28
2206	continue	889
1016	continued	496
4528	continues	188
4167	continuing	336
3772	continuous	36
4268	contra	30
4857	contract	970
5982	contracted	51
1414	contractor	49
5470	contrary	32
66	contrast	60
2116	contribute	84
698	contributed	106
5170	contributing	25
200	contribution	117
1529	control	705
5750	controlled	130
3498	controller	23
313	controlling	73
2904	controversial	88
32	controversy	23
3440	convention	36
649	conventional	37
3776	conversion	202
1561	convert	98
5002	converted	127
3527	convertible	525
3720	converting	27
1233	convince	26
4611	convinced	69
3187	cool	35
2250	cooper	33
1984	cooperate	88
2859	cooperation	252
6000	cooperative	57
1337	coordinate	34
5065	coordinated	37
3296	coordinating	23
4202	coordination	57
4452	cope	32
3355	copenhagen	32
5316	copper	118
3314	copy	40
5897	copyright	20
2717	corazon	34
5134	core	74
4481	corn	262
3842	corporate	438
873	corporation	371
2657	correct	59
5627	corrected	60
1648	correction	47
4815	corrects	42
1440	corresponding	42
4286	cosmetic	25
4524	cost	1132
1210	costa	55
2748	costing	25
3459	costly	47
1443	cotton	96
461	could	1900
3258	council	336
694	counsel	45
3605	count	57
4491	counter	46
2715	counterpart	43
3601	counterproductive	25
457	country	1720
5000	county	153
2733	couple	38
2936	coupled	49
1254	coupon	468
409	courier	35
2021	course	151
5795	court	424
5665	cover	363
88	coverage	61
12	covered	103
5068	covering	211
917	cp	20
941	cpc	21
2628	crash	40
5219	crazy	20
3385	create	150
4432	created	124
3308	creating	39
5229	creation	47
5718	credibility	32
3619	credit	1228
3084	creditor	345
934	creditwatch	23
5823	creek	22
2314	crew	31
3903	criminal	28
4710	crisis	251
2884	criterion	49
3155	critic	34
2959	critical	79
2571	criticised	68
5886	criticism	82
936	criticized	39
377	crop	354
2073	cross	57
3374	crown	113
1945	crucial	60
463	crude	416
3353	crusher	22
3702	crushing	26
4413	ct	196
4960	cuba	28
1169	cubic	85
99	cumulative	175
5241	curb	143
4742	curbing	27
3945	currency	891
1419	current	1564
2371	currently	660
763	custom	81
4131	customer	443
2974	cut	1229
5338	cutback	38
4383	cutting	167
738	cwt	53
280	cycle	33
4627	cyclops	42
5292	cyl	30
2177	d.	36
2155	d.c.	22
5455	daily	358
674	dairy	60
2006	daiwa	39
5090	dallas	281
156	damage	255
1301	damaged	72
4836	damaging	54
5701	dampen	29
5680	dan	43
40	danger	80
2108	dangerous	37
5490	daniel	74
5042	danish	45
5115	dart	22
2121	data	459
5705	date	733
1452	dated	45
4706	david	215
1280	davis	20
3665	day	1293
1245	dayton	55
3544	dd	34
3495	de	451
4229	dead	33
2105	deadline	92
355	deadlock	23
3886	deal	717
3716	dealer	678
185	dealing	188
2373	dealt	28
3729	dean	54
267	death	47
5451	debate	119
167	debenture	437
822	debit	32
4821	debt	1695
1621	debt-equity	25
4041	debtor	139
3521	decade	69
5147	decide	131
450	decided	391
4028	decides	40
4370	deciding	24
5723	decision	708
3433	declaration	38
26	declare	29
5538	declared	284
4796	declares	49
3659	decline	682
5114	declined	687
5	declining	142
1681	decrease	105
2817	decreased	40
3159	decreasing	21
5896	decree	28
2743	deduction	22
408	deep	71
5845	deeply	30
4143	deerfield	22
4330	default	52
5369	defeat	32
2535	defence	117
5324	defend	66
5936	defendant	33
75	defended	36
836	defending	21
3655	defends	20
1065	defense	201
163	defensive	32
803	defer	25
1372	deferred	56
2621	deficiency	52
1553	deficit	670
4748	defined	39
1081	definitely	30
203	definition	30
2874	definitive	158
3342	degree	90
4099	del	91
5806	delaware	58
1900	delay	183
1496	delayed	162
1328	delaying	23
5123	delegate	122
4854	delegation	93
3162	delhi	44
1005	deliver	45
1259	deliverable	24
1704	delivered	108
1219	delivery	357
2033	delta	37
5496	demand	833
4219	demanded	43
5562	demanding	45
2546	democracy	33
3746	democrat	160
1436	democratic	171
1877	demonstrate	25
4956	demonstrated	22
1730	demonstration	24
3260	den	24
762	denied	146
5332	denies	50
5912	denis	24
3662	denmark	78
3935	dennis	22
5024	denominated	46
2433	denomination	266
4326	denver	121
878	deny	43
3880	department	1015
3966	departure	39
4166	depend	86
4190	depended	28
5727	dependence	44
2327	dependent	41
324	depending	97
4907	depends	62
5347	deposit	505
4003	depositary	25
3122	deposited	23
4686	depositor	32
5685	depreciation	88
1541	depress	26
3283	depressed	116
1215	depth	45
2521	deputy	191
5489	deregulation	81
5988	described	132
4232	design	128
344	designated	30
1546	designed	271
5128	desire	46
2917	desk	21
2308	despite	528
5976	destination	54
1903	destroyed	51
2670	detail	609
4182	detailed	112
162	detect	23
1726	detected	22
3955	deterioration	54
4601	determination	48
1510	determine	128
812	determined	155
5888	determining	33
1705	detroit	177
5139	deutsche	60
5526	devaluation	39
2122	develop	231
2043	developed	224
2570	developer	35
690	developing	255
305	development	1107
5194	develops	29
251	device	90
3041	dhabi	31
3572	dhaka	30
2430	di	27
992	diagnostic	35
5309	diamond	41
1745	died	54
4082	diego	47
1688	diesel	25
1166	difference	135
2982	different	181
552	differential	69
5184	difficult	307
3297	difficulty	191
623	digital	91
3079	dilson	56
2377	diluted	133
68	dilution	22
3303	dinar	21
3072	dip	21
539	diplomat	141
2990	diplomatic	70
2113	dipped	30
3134	direct	196
4744	directed	34
2985	direction	128
5507	directive	20
2301	directly	130
90	director	794
2835	director-general	22
2338	disadvantage	24
5201	disagreed	21
4996	disagreement	26
4626	disappointed	40
1393	disappointing	37
1069	disaster	52
3648	disbursed	21
622	disbursement	23
4226	disc	20
4914	discipline	31
3336	disclose	109
3126	disclosed	325
3475	disclosure	71
4409	discontinued	257
4606	discount	327
1631	discounted	36
643	discourage	28
21	discovered	46
3098	discovery	55
4759	discus	284
4851	discussed	158
2503	discussing	77
5782	discussion	291
3309	disease	71
4604	disk	37
2368	dismiss	20
1535	dismissed	64
5913	disney	23
4276	display	38
4589	disposal	72
1888	disposition	27
230	dispute	244
731	disputed	38
3228	disrupted	26
3626	disruption	33
5235	distance	47
2947	distillate	35
1296	distiller	20
5276	distortion	21
5518	distribute	69
2693	distributed	100
3421	distributes	20
2429	distributing	22
4249	distribution	305
959	distributor	96
2892	district	161
1517	div	747
3412	diversification	27
1806	diversified	65
2741	diversify	46
4763	diversion	34
3345	diverted	22
2448	divest	25
258	divestiture	28
3172	divided	58
4343	dividend	986
3889	division	497
196	dixons	32
2518	dmp	32
3704	document	113
3990	documentation	26
4560	dodge	25
3357	dole	31
2352	dollar	1203
3973	dollar-denominated	22
4290	dome	60
2792	domestic	911
3112	domestically	31
1670	dominant	26
4115	dominated	27
2141	dominion	52
2118	donald	90
4298	donaldson	44
2442	done	186
3606	donor	40
2678	door	53
5980	dot	20
103	double	132
5757	doubled	50
4188	doubling	30
1860	doubt	119
4516	doubted	25
982	doubtful	24
575	douglas	86
3262	dow	97
1784	downgrade	119
1966	downgraded	92
5444	downturn	65
1343	downward	80
3430	downwards	22
3849	dozen	29
891	dr	31
2192	draft	94
2294	drafted	21
5061	drafting	29
4361	drain	61
1316	dramatic	53
2318	dramatically	29
524	drastic	33
2221	draw	79
1653	drawing	83
3751	drawn	71
4677	dresdner	25
4231	drew	48
1798	drexel	119
102	drill	41
502	drilled	35
2277	drilling	131
52	drink	20
2660	drive	122
2167	driven	22
3278	driving	28
756	drop	551
4834	dropped	259
2969	dropping	49
2447	drought	65
2395	drug	191
3493	dry	79
5392	du	61
3774	dual	33
3209	due	1967
3017	duesseldorf	21
1897	dumping	63
3946	durable	20
2729	durum	20
5120	dutch	185
1584	dutch/shell	40
420	duty	154
2098	dynamic	60
4786	e.	62
977	e.f.	91
1469	eager	27
752	earlier	1441
645	early	917
5195	earmarked	26
4307	earn	81
3780	earned	215
1752	earning	24
5708	earnings	925
3630	earthquake	70
2232	ease	139
3395	eased	112
3664	easier	98
5903	easily	59
5328	easing	71
3320	east	268
3673	easter	36
5087	eastern	110
1106	eastman	26
2106	easy	52
3596	ec	406
5931	echoed	22
905	economic	1241
3376	economically	29
4389	economics	81
1410	economist	349
370	economy	788
5758	ecu	49
2795	ecuador	96
2484	ecuadorean	27
4358	ecus	91
4595	edge	36
115	edged	27
2931	edible	24
5977	edison	60
5013	edition	25
1123	edmonton	29
2870	edouard	53
989	edt	59
5261	education	50
4630	edward	74
141	eep	33
1492	effect	611
1387	effective	652
5354	effectively	90
5025	effectiveness	23
761	efficiency	72
4869	efficient	46
1304	effort	538
2194	efh	27
5828	egypt	71
4593	eight	887
2464	eight-year	24
3169	either	247
1921	el	30
1692	elaborate	104
751	elaborating	22
1330	elder	29
1899	elect	54
5631	elected	98
5968	election	207
1579	electric	317
3193	electrical	84
4373	electricity	69
4790	electronic	190
3795	electronics	179
5256	element	81
1527	elevator	32
425	eligible	75
2882	eliminate	88
4021	eliminated	39
5385	eliminating	22
2312	elimination	48
2781	elizabeth	20
5365	else	50
641	elsewhere	63
854	em	41
5722	embassy	54
5740	emerge	45
3868	emerged	55
3559	emergency	116
1968	emerging	30
3025	emirate	51
1886	emission	20
3692	emphasis	48
3981	emphasized	25
3392	employ	65
892	employed	49
2832	employee	311
5895	employer	68
2480	employment	98
2673	en	22
701	enable	122
2701	enabled	22
4253	enabling	27
4104	enacted	24
4421	encourage	138
13	encouraged	66
1592	encouraging	90
5829	end	1460
4292	end-1985	21
3048	end-1986	44
2460	end-february	30
334	ended	986
268	ending	365
509	endorse	25
3128	endorsed	34
5940	energy	547
1228	enforcement	44
1429	engage	27
4352	engaged	49
5570	engine	106
1782	engineer	51
662	engineered	25
4642	engineering	162
2310	england	265
2110	englewood	34
3939	enhance	65
3891	enhanced	44
5611	enhancement	85
1441	enjoyed	25
400	enlarged	22
1665	enormous	43
155	enough	308
2386	enquiry	43
385	ensure	123
1323	enter	130
248	entered	227
2387	entering	38
4010	enterprise	220
668	entertainment	72
5173	entire	154
1060	entirely	54
149	entitle	21
5071	entitled	67
1955	entitles	20
4803	entity	78
1067	entry	78
1179	environment	111
2887	environmental	83
866	envisaged	33
3031	envoy	20
2612	epa	22
507	equal	214
2920	equally	57
3043	equipment	464
5196	equipped	21
3677	equitable	32
819	equity	499
1689	equivalent	193
851	error	26
4612	escalation	24
5497	escort	25
5281	especially	202
1099	essential	61
3004	essentially	31
536	est	66
4793	establish	124
1742	established	154
1534	establishing	47
5089	establishment	41
3486	estate	216
2119	estimate	485
3030	estimated	739
5667	et	33
3542	eugene	22
2975	euro-commercial	27
5879	eurobond	252
541	eurobonds	49
2013	eurodollar	50
2501	europe	370
2955	european	807
4713	euroyen	27
3715	evaluate	56
1050	evaluating	34
3706	evaluation	38
3657	evans	20
1312	even	487
1695	evening	39
1298	event	99
484	eventual	29
590	eventually	108
957	ever	116
292	every	198
2056	everyone	41
5343	everything	50
4514	evidence	116
202	evident	24
2896	exact	43
549	exactly	37
519	exaggerated	28
5155	examine	50
84	examining	24
3174	example	109
2289	exceed	142
2030	exceeded	63
3785	exceeding	50
3794	exceeds	41
3552	excellent	55
5141	except	109
1117	exception	51
2898	exceptional	22
3944	excess	181
4711	excessive	82
1474	exchangeable	55
4672	exchanged	51
5133	exchequer	103
3725	excise	28
229	exclude	104
3436	excluded	52
5043	excludes	261
656	excluding	117
4944	exclusive	72
285	exclusively	34
3686	executed	31
1497	execution	24
1997	executive	786
4324	exempt	21
971	exemption	33
3549	exercisable	66
2207	exercise	166
4062	exercised	58
4170	exist	43
1415	existed	21
4351	existence	28
4194	existing	367
3604	exists	26
1360	expand	270
932	expanded	103
2987	expanding	101
406	expands	25
2361	expansion	288
1502	expect	457
4047	expectation	229
2747	expected	1964
3020	expecting	49
4969	expects	873
2908	expenditure	174
704	expense	241
3264	expensive	80
2307	experience	87
4598	experienced	45
1442	experimental	20
5765	expert	90
2366	expertise	22
4807	expiration	79
2174	expire	130
5547	expired	78
4195	expires	95
237	expiring	23
454	explain	52
4485	explained	77
5468	explaining	29
5454	explanation	25
1232	exploration	201
3652	exploratory	23
4449	explore	68
602	exploring	28
1001	explosion	27
2515	export	1412
1516	export-import	24
5137	exported	87
3398	exporter	265
5964	exporting	95
2609	exposure	108
3650	express	135
5590	expressed	168
1736	extend	154
4429	extended	280
5301	extending	60
5357	extends	107
153	extension	117
4702	extensive	57
3820	extent	115
1386	external	160
4727	extra	92
1498	extraordinary	324
2994	extreme	30
5419	extremely	107
3726	exxon	54
586	eye	35
567	f.	63
4735	fabric	23
2336	face	343
5724	faced	97
1524	facilitate	36
2906	facility	500
1023	facing	73
2451	fact	198
1073	factor	434
5034	factory	98
5697	fail	64
3295	failed	267
1354	failing	80
5869	fails	41
1261	failure	193
3910	fair	115
1017	fairchild	28
4175	fairly	102
3543	faith	26
5962	fall	1037
5502	fallen	108
3415	falling	256
1614	false	34
3232	family	161
5188	far	616
1015	fare	34
2798	fargo	34
559	farm	345
415	farmer	281
114	farming	30
270	farmland	24
5483	fast	83
453	faster	82
4128	fat	71
2493	favor	80
1108	favorable	81
506	favored	25
4605	favour	89
3518	favourable	85
241	favoured	33
2341	fbc	26
5205	fcc	20
5643	fda	46
4086	fdic	26
5556	fe	34
1395	fear	214
4569	feared	43
5732	feasibility	40
5381	feature	81
4881	featured	23
4935	fed	367
1909	federal	1260
3730	federally	21
4121	federated	25
4967	federation	103
4682	fee	370
3009	feed	124
4998	feedgrains	28
3330	feel	135
131	feeling	45
2653	fell	901
1669	fellow	25
4390	felt	93
2728	ferdinand	28
1121	ferry	22
1823	fertiliser	25
5207	fewer	60
5015	fhlbb	27
1506	fiat	22
5342	fiber	31
5028	fibre	23
5218	fidelity	23
570	fiduciary	26
5709	field	247
5785	fierce	24
1484	fifth	62
1929	fight	95
3399	fighter	23
5995	fighting	67
5423	figure	926
5580	file	367
2877	filed	590
3852	filing	298
5712	fill	39
2266	filled	29
2213	film	50
5296	final	507
1601	finalised	28
4810	finalized	24
4374	finally	47
2979	finance	1296
907	financed	73
493	financial	1552
4020	financially	35
1778	financing	544
2941	find	257
1216	finding	92
4581	fine	78
4791	finish	37
1732	finished	68
5081	finland	37
57	finnish	29
940	fire	99
2636	fired	44
613	firm	1346
4350	firmed	64
1805	firmer	85
1222	firming	24
5413	firmly	34
257	first-quarter	27
2774	fiscal	640
5557	fish	30
5446	fit	46
5367	fitzwater	41
4961	five	1931
5059	five-year	181
5240	fix	49
1143	fixed	321
160	fixed-rate	24
2826	fla	326
2529	flag	45
2993	flat	85
4446	fleet	75
5295	fleming	21
3413	flexibility	100
1708	flexible	66
5177	flight	114
1426	float	48
5710	floated	31
3337	floating	101
2328	flood	43
3016	flooding	29
4582	floor	137
3768	florida	125
3851	flotation	29
813	flour	33
471	flow	284
1370	flowing	27
5536	fluctuate	24
3101	fluctuation	100
5840	fluid	21
3745	fly	39
5875	flying	31
1135	fob	72
2567	focus	140
3663	focused	31
3913	focusing	31
4930	follow	155
1468	followed	225
4080	following	745
4983	follows	201
4824	food	420
2725	foot	164
436	force	493
4127	forced	191
179	forcing	46
1859	ford	127
5096	forecast	548
3236	forecasting	32
4852	foreign	1576
316	foreigner	53
3840	foresaw	20
5904	foresee	22
2331	foreseeable	25
3914	forest	47
3671	form	443
1830	forma	26
2029	formal	139
4571	formally	79
711	formation	56
2188	formed	260
5012	former	384
4347	formerly	108
3197	forming	37
148	formula	54
769	fort	89
4501	forthcoming	28
3394	fortune	31
5491	forum	40
3265	forward	161
228	foster	69
1547	fought	20
1299	found	215
3229	foundation	46
2215	founded	25
985	founder	48
834	four	1450
3976	four-day	24
3210	four-year	56
3307	fourth	373
4675	framework	39
2584	franc	426
3625	francaise	20
5786	france	434
5247	franchise	39
2130	francisco	126
5983	frank	73
4302	frankfurt	218
2261	franklin	42
4632	frans	22
5811	fraud	63
710	fred	27
706	free	291
638	freedom	38
2674	freeze	93
4931	freight	90
3219	french	418
1931	frequently	25
5979	fresh	132
2773	friction	61
3419	friday	471
284	friend	30
1564	friendly	42
3534	front	75
140	frost	24
3796	froze	22
2449	frozen	79
2022	fruit	40
1634	frustration	25
1738	fslic	27
4673	fuel	178
981	fuji	23
37	fujitsu	33
2253	fulfill	25
1162	full	747
2865	full-year	23
4795	fully	225
1028	funaro	56
1362	function	60
3900	fund	1222
3502	fundamental	163
4584	fundamentally	20
4453	funded	35
1229	funding	170
1411	furniture	30
5405	furthermore	22
1926	future	1091
373	g-6	23
4248	g-7	80
5773	g.	26
3279	ga	77
2977	gaf	20
181	gain	1042
287	gained	111
787	gaining	31
1768	gallon	45
3024	game	38
2054	gap	104
274	garden	31
5057	gary	22
952	gas	551
3002	gasoline	100
3769	gate	26
1901	gathering	46
5445	gatt	117
2915	gauge	20
3872	gave	400
4892	gdp	83
781	ge	73
5807	gear	23
3203	gencorp	62
446	gene	24
4335	general	1271
4641	generale	53
3943	generally	196
294	generate	74
368	generated	78
2923	generating	43
122	generation	58
353	generic	38
5364	geneva	94
823	george	140
2576	georgia	41
3873	gerald	22
3853	gerhard	64
2209	german	299
1225	germany	89
1335	get	825
521	getting	111
80	getty	33
4548	ghana	28
2697	giant	61
1532	gilt	62
5744	girozentrale	21
4820	give	657
588	given	535
5575	giving	226
1214	glass	38
4526	global	172
3215	gm	147
792	gmbh	27
5610	gmt	179
1134	gnp	88
4439	go	538
4730	goal	154
876	going	387
3941	gold	329
3499	golden	41
973	goldman	141
3968	gone	59
2279	good	853
928	gorbachev	23
3961	gordon	41
5851	got	96
3132	governing	40
5586	governmental	22
1277	governor	223
5954	grace	80
967	grade	148
2076	grading	21
5736	gradual	51
2061	gradually	65
5230	grain	393
1725	grand	59
3361	grant	131
2435	granted	220
1339	granting	30
3178	graphic	54
632	great	226
4631	greater	288
4912	greatest	40
5242	greatly	45
3697	greece	53
404	greek	21
2217	green	61
2204	greenspan	47
1131	greenwich	47
5836	grew	132
3381	gros	25
2632	gross	298
2755	ground	149
4048	grove	25
3613	grow	186
2958	grower	76
4037	growing	326
496	grown	59
749	growth	970
2135	gte	28
1850	guarantee	167
4648	guaranteed	242
791	guaranty	70
4469	guard	37
5048	guerrilla	22
329	guess	28
776	guesstimate	25
5362	guesstimated	25
5558	guesstimating	25
3184	guidance	22
2186	guideline	56
4338	guilder	94
1540	guilty	27
1718	gulf	314
3722	gundy	31
3420	gy	44
511	h.	33
345	h.k.	76
2533	hague	43
458	half	633
3735	half-point	25
3343	hall	24
545	halt	124
5162	halted	81
1201	halting	25
827	hambros	22
1197	hamburg	44
2090	hampered	22
2445	han	33
1530	hand	215
120	handle	72
631	handled	33
2596	handling	60
3322	hanover	76
1605	happen	80
3915	happened	43
974	happening	27
4154	happens	23
168	happy	49
1849	harbor	29
1856	harbour	22
1580	harcourt	28
2956	hard	233
3375	harder	30
1795	hardly	22
4073	hardware	51
5358	harm	33
996	harold	27
5187	harper	21
1946	harris	84
1607	hartford	45
3765	harvest	99
2176	harvested	35
4587	harvesting	23
2481	hauppauge	28
2516	haven	22
106	hbj	24
2505	head	423
5847	headed	96
4085	heading	37
2244	headquartered	36
5574	headquarters	97
2181	health	216
3546	healthcare	29
594	healthy	54
3167	hear	27
1146	heard	50
3934	hearing	165
2692	heart	57
5377	heat	24
3144	heating	44
2785	heavily	86
1321	heavy	328
5647	hectare	81
5408	hedge	36
2242	hedging	42
4234	heifer	27
2823	height	23
5528	heightened	22
243	heinz	20
501	held	758
2573	helicopter	40
708	helmut	52
4138	help	787
1356	helped	164
5427	helping	49
4162	helsinki	40
2666	henley	20
4096	henry	46
5124	herald	28
3548	heritage	20
5624	herrington	22
2776	high	933
5537	high-level	27
1884	high-technology	22
95	higher	1099
1620	highest	136
4570	highlight	21
1612	highly	100
3674	highway	45
4847	hike	102
343	hill	156
2880	hilton	20
1658	hinted	20
3247	hire	24
581	hired	23
3151	historical	23
5832	history	81
2063	hit	342
2463	hoechst	20
3183	hog	99
393	hold	633
5180	holder	431
3427	holding	817
2491	hole	22
2740	holiday	63
3237	home	417
2127	hong	144
4178	hong kong	176
5422	hongkong	29
1720	honor	28
488	honour	20
300	hope	366
2583	hoped	150
1588	hopeful	25
3654	hoping	45
3741	horizon	22
1740	hormuz	21
1019	hospital	71
1890	host	33
4027	hostile	67
1976	hot	28
5914	hotel	116
5958	hour	252
4132	hourly	25
4800	house	940
1536	household	45
3897	housing	90
1686	houston	317
3111	howard	89
3901	however	1038
2595	hr	47
4492	ht	22
2241	hudson	41
2687	huge	164
2160	hughes	50
2129	human	64
528	hundred	83
3446	hungary	27
296	hunt	23
2101	hurt	142
750	hurting	23
5835	hutton	99
580	hydro	20
3959	iadb	29
4016	ibc	27
1922	ibm	105
832	icco	47
2952	ico	62
1380	idaho	38
2225	idea	176
360	ideal	22
213	identical	29
578	identified	132
3918	identify	74
5299	idle	35
1910	ignore	20
4751	ignored	26
665	ii	64
3318	iii	41
2581	ill	236
3884	illegal	66
1995	illinois	97
5179	image	45
5892	imbalance	136
3638	imf	138
5168	immediate	207
443	immediately	382
4397	imminent	34
4100	immune	25
4088	impact	380
4721	imperial	47
1064	implement	89
1014	implementation	62
351	implemented	73
2650	implementing	31
4505	implication	76
3545	implied	26
5044	import	834
1115	importance	59
4349	important	285
4378	imported	136
222	importer	87
1819	importing	43
5585	impose	124
1263	imposed	150
2100	imposing	31
4480	imposition	30
3690	impossible	61
5504	improve	274
3782	improved	292
3113	improvement	300
3528	improving	103
2060	inability	25
365	inadequate	62
87	incentive	145
1840	inch	32
2524	incident	26
4242	include	728
5743	included	388
2219	includes	806
2041	including	1040
2683	income	724
308	incorporate	20
1808	incorporated	27
3460	incorporation	23
2317	increase	1799
1644	increased	881
1102	increasing	322
5625	increasingly	119
573	incurred	80
3152	ind	101
695	indebted	27
4704	indebtedness	35
589	indeed	41
2226	indefinite	31
635	indefinitely	33
2506	independence	24
362	independent	198
1769	index	371
3624	india	113
2648	indian	66
2864	indiana	54
4102	indianapolis	54
817	indicate	80
3341	indicated	274
648	indicates	41
5077	indicating	40
2201	indication	134
2246	indicator	104
676	indictment	21
4237	indirect	50
1709	indirectly	43
2644	individual	214
2783	indonesia	118
5399	indonesian	70
5258	industrial	743
4745	industrialised	70
263	industrialized	46
5434	industry	1866
3324	inevitable	27
328	inflation	397
4936	inflationary	49
1053	inflow	51
804	influence	90
1031	informal	59
382	information	384
2897	informed	53
1838	infrastructure	23
1733	infringement	26
5289	infusion	24
1168	initial	507
3021	initially	142
527	initiated	23
72	initiative	139
4227	inject	24
2700	injection	47
3600	injunction	45
2679	injured	50
598	injury	36
1006	inland	35
5278	inn	23
754	innovative	27
1750	inquiry	78
2084	inside	53
2053	insider	64
205	insist	21
1227	insisted	38
1801	insolvent	26
15	inspection	58
3094	inspector	21
768	instability	33
2642	install	27
5907	installation	62
5793	installed	46
492	instalment	26
3963	instance	32
4375	instead	250
5960	institute	268
4818	institution	337
2096	institutional	142
1458	instructed	20
180	instruction	20
473	instrument	167
520	insufficient	37
3049	insurance	434
2631	insured	55
1972	insurer	41
1515	int	73
2243	integrated	87
1642	integration	38
3302	intel	22
2024	intelligence	51
2790	intend	82
4855	intended	158
3352	intends	222
4923	intense	29
4044	intensive	21
5991	intent	175
4757	intention	142
4775	inter-american	40
2813	interbank	146
2890	interest	2059
3569	interested	152
1639	interim	122
5458	interior	42
5462	intermediate	76
4880	internal	129
1857	internally	20
3837	international	2137
2587	internationally	39
4262	interpreted	21
1027	interstate	82
1078	intervene	75
3858	intervened	80
2652	intervenes	24
1349	intervention	291
3970	interview	284
2487	introduce	100
2924	introduced	270
4280	introduces	46
3166	introducing	46
2093	introduction	102
5842	inventory	207
2409	invest	149
2588	invested	61
4499	investigate	39
1246	investigating	47
3045	investigation	137
5706	investigator	20
5437	investing	42
3388	investment	1420
1694	investor	1001
5629	invited	60
253	involve	62
5231	involved	335
1456	involvement	46
930	involves	66
5657	involving	126
5893	iowa	66
2311	iran	216
5106	iranian	144
147	iraq	124
1122	iraqi	59
4265	ireland	38
5649	irish	24
1780	irna	25
2431	iron	51
423	irvine	56
465	irving	35
1842	island	131
728	israel	44
472	israeli	29
5745	issuance	81
3476	issue	1806
4215	issued	672
5225	issuer	43
1082	issuing	370
2456	italian	130
190	italy	238
5894	item	197
4925	itt	29
633	iv	29
1583	ivan	22
3607	ivory	32
3925	j.	92
3861	j.p.	39
2585	jack	47
2231	jackson	34
3634	jacksonville	29
5997	jacob	29
3533	jacques	57
612	jaime	47
3538	jakarta	70
1883	james	412
886	janeiro	64
2957	japan	1312
62	japanese	834
2930	jardine	28
4455	javier	21
4663	jefferies	30
1568	jeffrey	22
780	jenrette	40
5987	jerry	21
3473	jersey	32
2646	jet	79
1264	jim	83
3022	job	235
3620	jobless	32
1986	joe	24
2330	johannesburg	56
730	john	339
3508	johnson	85
1230	join	154
4377	joined	100
3093	joining	52
3819	joint	576
2793	jointly	119
4884	jones	81
828	jordan	23
2490	jorge	29
3904	jose	112
2901	joseph	67
5069	journal	35
4764	journalist	84
2899	jovanovich	25
4701	jpm	21
3171	jr	64
4263	juan	24
790	judge	79
3898	judgement	34
5578	judgment	58
1359	juice	36
2416	jump	60
4340	jumped	53
4695	jungle	21
699	junior	33
1747	jurisdiction	20
2425	jury	33
4356	justice	89
1873	justified	26
1351	justify	24
5600	kan	31
1010	kansa	134
5702	kansas city	37
3670	karl	42
1904	keen	36
3402	keep	318
5564	keeping	83
4661	kenneth	38
3646	kenya	30
1898	kept	103
4260	key	404
315	kidder	73
677	kiichi	86
1164	kill	24
5862	killed	94
159	kilo	89
1581	kind	132
478	king	58
3636	kingdom	40
4327	kit	37
2047	kleinwort	32
1933	km	91
2280	knew	31
3103	know	194
1310	knowledge	35
5186	known	206
5930	kodak	27
5714	kohl	26
3882	kong	145
3593	korea	76
4484	korean	33
